	rules	support	confidence	lift
6	{GO:0000938} => {GO:0005794}	0.00108459869848156	1	55.044776119403
14	{GO:0031207} => {GO:0005789}	0.00108459869848156	1	52.6857142857143
85	{GO:0019774} => {GO:0005789}	0.00189804772234273	1	52.6857142857143
155	{GO:0019774,GO:0034515} => {GO:0005789}	0.00189804772234273	1	52.6857142857143
161	{GO:0005634,GO:0019774} => {GO:0005789}	0.00189804772234273	1	52.6857142857143
284	{GO:0005634,GO:0019774,GO:0034515} => {GO:0005789}	0.00189804772234273	1	52.6857142857143
209	{GO:0000145,GO:0005628} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
218	{GO:0000145,GO:0005934} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
221	{GO:0000145,GO:0005935} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
321	{GO:0000145,GO:0005628,GO:0005934} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
324	{GO:0000145,GO:0005628,GO:0043332} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
327	{GO:0000145,GO:0005628,GO:0005935} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
340	{GO:0000145,GO:0005934,GO:0043332} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
343	{GO:0000145,GO:0005934,GO:0005935} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
346	{GO:0000145,GO:0005935,GO:0043332} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
380	{GO:0005628,GO:0005737,GO:0043332} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
425	{GO:0000145,GO:0005628,GO:0005934,GO:0043332} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
429	{GO:0000145,GO:0005628,GO:0005934,GO:0005935} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
433	{GO:0000145,GO:0005628,GO:0005935,GO:0043332} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
442	{GO:0000145,GO:0005934,GO:0005935,GO:0043332} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
472	{GO:0000145,GO:0005628,GO:0005934,GO:0005935,GO:0043332} => {GO:0000131}	0.00162689804772234	0.857142857142857	51.8220140515222
80	{GO:0001400} => {GO:0005628}	0.00108459869848156	0.8	50.8689655172414
448	{GO:0005628,GO:0005737,GO:0005934,GO:0043332} => {GO:0000131}	0.00135574837310195	0.833333333333333	50.3825136612022
453	{GO:0005628,GO:0005737,GO:0005935,GO:0043332} => {GO:0000131}	0.00135574837310195	0.833333333333333	50.3825136612022
458	{GO:0005886,GO:0005934,GO:0005935,GO:0043332} => {GO:0000131}	0.00108459869848156	0.8	48.3672131147541
477	{GO:0005628,GO:0005737,GO:0005934,GO:0005935,GO:0043332} => {GO:0000131}	0.00108459869848156	0.8	48.3672131147541
94	{GO:0000133} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
196	{GO:0000131,GO:0000133} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
201	{GO:0000133,GO:0043332} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
203	{GO:0000133,GO:0005935} => {GO:0005934}	0.00135574837310195	1	40.5274725274725
211	{GO:0000145,GO:0005628} => {GO:0005934}	0.00189804772234273	1	40.5274725274725
217	{GO:0000131,GO:0000145} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
225	{GO:0000145,GO:0005935} => {GO:0005934}	0.00189804772234273	1	40.5274725274725
246	{GO:0000131,GO:0005938} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
265	{GO:0000329,GO:0005935} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
309	{GO:0000131,GO:0000133,GO:0043332} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
312	{GO:0000131,GO:0000133,GO:0005935} => {GO:0005934}	0.00135574837310195	1	40.5274725274725
319	{GO:0000133,GO:0005935,GO:0043332} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
320	{GO:0000131,GO:0000145,GO:0005628} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
330	{GO:0000145,GO:0005628,GO:0043332} => {GO:0005934}	0.00189804772234273	1	40.5274725274725
333	{GO:0000145,GO:0005628,GO:0005935} => {GO:0005934}	0.00189804772234273	1	40.5274725274725
339	{GO:0000131,GO:0000145,GO:0043332} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
342	{GO:0000131,GO:0000145,GO:0005935} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
349	{GO:0000145,GO:0005935,GO:0043332} => {GO:0005934}	0.00189804772234273	1	40.5274725274725
355	{GO:0000131,GO:0005938,GO:0043332} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
356	{GO:0000131,GO:0005935,GO:0005938} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
357	{GO:0005935,GO:0005938,GO:0043332} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
395	{GO:0000131,GO:0005634,GO:0005935} => {GO:0005934}	0.00135574837310195	1	40.5274725274725
406	{GO:0005634,GO:0005935,GO:0043332} => {GO:0005934}	0.00189804772234273	1	40.5274725274725
